Model,Perfect Score,Predicted Score,Data Type
Model_LSTM3_28-0.06.h5,21.13038,32.90585,TRN2600-2650
Model_LSTM3_28-0.06.h5,20.295189999999998,33.95532,TRN2650-2700
Model_LSTM3_28-0.06.h5,19.34308,32.90585,TRN2700-2750
Model_LSTM3_28-0.06.h5,20.39801,31.594009999999997,TRN2750-2800
Model_LSTM3_28-0.06.h5,20.49718,31.594009999999997,TRN2800-2850
Model_LSTM3_28-0.06.h5,20.35536,31.331640000000004,TRN2850-2900
Model_LSTM3_28-0.06.h5,20.681379999999997,33.69295,TRN2900-2950
Model_LSTM3_28-0.06.h5,20.17878,32.38111,TRN2950-3000
Model_LSTM3_28-0.06.h5,20.36945,33.69295,TRN3000-3050
Model_LSTM3_28-0.06.h5,19.01849,33.95532,TRN3050-3100
Model_LSTM3_28-0.06.h5,19.259439999999998,32.38111,TRN3100-3150
Model_LSTM3_28-0.06.h5,18.6073,32.90585,TRN3200-3250
Model_LSTM3_28-0.06.h5,20.30187,30.80691,TRN3300-3350
Model_LSTM3_28-0.06.h5,20.18454,32.38111,TRN3350-3400
Model_LSTM3_28-0.06.h5,20.304479999999998,32.64348,TRN3400-3450
Model_LSTM3_28-0.06.h5,17.63213,31.331640000000004,TRN3450-3500
Model_LSTM3_28-0.06.h5,17.5211,33.16822,TRN3500-3550
Model_LSTM3_28-0.06.h5,16.4639,32.64348,TRN3550-3600
Model_LSTM3_28-0.06.h5,20.65709,32.90585,TRN3600-3650
Model_LSTM3_28-0.06.h5,16.774929999999998,32.64348,TRN3650-3700
Model_LSTM3_28-0.06.h5,18.51375,33.16822,TRN3800-3850
Model_LSTM3_28-0.06.h5,20.076610000000002,31.594009999999997,TRN3850-3900
Model_LSTM3_28-0.06.h5,18.99793,32.90585,TRN3900-3950
Model_LSTM3_28-0.06.h5,19.24101,33.16822,TRN3950-4000
Model_LSTM3_28-0.06.h5,19.07647,31.06927,TRN4000-4050
Model_LSTM3_28-0.06.h5,20.233710000000002,34.48005,TRN4100-4150
Model_LSTM3_28-0.06.h5,19.073220000000003,34.217690000000005,TRN4150-4200
Model_LSTM3_28-0.06.h5,17.64499,32.90585,TRN4200-4250
Model_LSTM3_28-0.06.h5,20.104020000000002,32.38111,TRN4250-4300
Model_LSTM3_28-0.06.h5,18.96105,31.331640000000004,TRN4300-4350
Model_LSTM3_28-0.06.h5,19.02061,32.90585,TRN4350-4400
Model_LSTM3_28-0.06.h5,20.171860000000002,31.331640000000004,TRN4400-4450
Model_LSTM3_28-0.06.h5,17.78252,32.38111,TRN4500-4550
Model_LSTM3_28-0.06.h5,20.50463,31.594009999999997,TRN4550-4600
Model_LSTM3_28-0.06.h5,17.28002,33.16822,TRN4650-4700
Model_LSTM3_28-0.06.h5,18.85676,32.90585,TRN4700-4750
Model_LSTM3_28-0.06.h5,20.55247,32.90585,TRN4750-4800
Model_LSTM3_28-0.06.h5,21.03122,32.11874,TRN4800-4850
Model_LSTM3_28-0.06.h5,18.97407,32.38111,TRN4850-4900
Model_LSTM3_28-0.06.h5,20.02669,33.43058,TRN4900-4950
Model_LSTM3_28-0.06.h5,20.26547,32.90585,TRN4950-5000
Model_LSTM3_28-0.06.h5,20.18376,33.43058,TRN5000-5050
Model_LSTM3_28-0.06.h5,16.07261,33.16822,TRN5050-5100
Model_LSTM3_28-0.06.h5,17.769370000000002,32.11874,TRN5100-5150
Model_LSTM3_28-0.06.h5,17.85935,33.95532,TRN5150-5200
Model_LSTM3_28-0.06.h5,19.13534,33.16822,TRN5200-5250
Model_LSTM3_28-0.06.h5,18.00955,32.38111,TRN5250-5300
Model_LSTM3_28-0.06.h5,18.913320000000002,32.38111,TRN5300-5350
Model_LSTM3_28-0.06.h5,17.4628,32.64348,TRN5350-5400
Model_LSTM3_28-0.06.h5,19.07271,32.90585,TRN5400-5450
Model_LSTM3_28-0.06.h5,20.405179999999998,32.90585,TRN5450-5500
Model_LSTM3_28-0.06.h5,20.45037,31.331640000000004,TRN5550-5600
Model_LSTM3_28-0.06.h5,20.42922,32.90585,TRN5600-5650
Model_LSTM3_28-0.06.h5,20.07265,33.16822,TRN5650-5700
Model_LSTM3_28-0.06.h5,20.55622,31.331640000000004,TRN5700-5750
Model_LSTM3_28-0.06.h5,16.54777,32.11874,TRN5750-5800
Model_LSTM3_28-0.06.h5,20.27676,31.856379999999998,TRN5800-5850
Model_LSTM3_28-0.06.h5,20.0231,32.11874,TRN5850-5900
Model_LSTM3_28-0.06.h5,15.16104,30.54454,TRN5900-5950
Model_LSTM3_28-0.06.h5,20.11595,31.594009999999997,TRN5950-6000
Model_LSTM3_28-0.06.h5,19.19079,31.856379999999998,TRN6000-6050
Model_LSTM3_28-0.06.h5,19.44924,33.43058,TRN6050-6100
Model_LSTM3_28-0.06.h5,20.38842,34.217690000000005,TRN6100-6150
Model_LSTM3_28-0.06.h5,18.47166,34.48005,TRN6150-6200
Model_LSTM3_28-0.06.h5,16.33737,32.64348,TRN6200-6250
Model_LSTM3_28-0.06.h5,19.01914,33.16822,TRN6250-6300
Model_LSTM3_28-0.06.h5,17.78756,32.38111,TRN6300-6350
Model_LSTM3_28-0.06.h5,18.735889999999998,32.11874,TRN6350-6400
Model_LSTM3_28-0.06.h5,19.60087,33.95532,TRN6400-6450
Model_LSTM3_28-0.06.h5,18.08952,32.64348,TRN6450-6500
Model_LSTM3_28-0.06.h5,19.06251,32.11874,TRN6500-6550
Model_LSTM3_28-0.06.h5,17.39686,33.16822,TRN6600-6650
Model_LSTM3_28-0.06.h5,18.75296,32.64348,TRN6650-6700
Model_LSTM3_28-0.06.h5,18.717570000000002,33.43058,TRN6850-6900
Model_LSTM3_28-0.06.h5,20.0723,32.64348,TRN6900-6950
Model_LSTM3_28-0.06.h5,19.146810000000002,33.43058,TRN7050-7100
Model_LSTM3_28-0.06.h5,18.67403,32.38111,TRN7100-7150
Model_LSTM3_28-0.06.h5,17.96371,32.90585,TRN7150-7200
Model_LSTM3_28-0.06.h5,18.89055,32.11874,TRN7200-7250
Model_LSTM3_28-0.06.h5,14.824060000000001,32.11874,TRN7250-7300
Model_LSTM3_28-0.06.h5,20.03823,33.95532,TRN7300-7350
Model_LSTM3_28-0.06.h5,17.93272,33.16822,TRN7350-7400
Model_LSTM3_28-0.06.h5,18.77882,31.594009999999997,TRN7500-7550
Model_LSTM3_28-0.06.h5,18.11213,32.38111,TRN7550-7600
Model_LSTM3_28-0.06.h5,19.00457,31.06927,TRN7600-7650
Model_LSTM3_28-0.06.h5,20.22837,32.11874,TRN7650-7700
Model_LSTM3_28-0.06.h5,19.25451,32.64348,TRN7750-7800
Model_LSTM3_28-0.06.h5,17.99097,33.43058,TRN7800-7850
Model_LSTM3_28-0.06.h5,18.78022,32.64348,TRN7850-7900
Model_LSTM3_28-0.06.h5,19.16285,30.54454,TRN7950-8000
Model_LSTM3_28-0.06.h5,17.98911,30.54454,TRN8000-8050
Model_LSTM3_28-0.06.h5,17.63485,31.331640000000004,TRN8050-8100
Model_LSTM3_28-0.06.h5,12.70337,32.64348,TRN8100-8150
Model_LSTM3_28-0.06.h5,14.45679,32.38111,TRN8250-8300
Model_LSTM3_28-0.06.h5,17.663629999999998,33.43058,TRN8300-8350
Model_LSTM3_28-0.06.h5,15.53606,32.38111,TRN8350-8400
Model_LSTM3_28-0.06.h5,11.15504,32.64348,TRN8450-8500
Model_LSTM3_28-0.06.h5,16.4326,32.11874,TRN8500-8550
Model_LSTM3_28-0.06.h5,17.10012,34.217690000000005,TRN8550-8600
Model_LSTM3_28-0.06.h5,14.6009,31.06927,TRN8600-8650
Model_LSTM3_28-0.06.h5,17.48161,32.38111,TRN8650-8700
Model_LSTM3_28-0.06.h5,14.311279999999998,32.90585,TRN8700-8750
Model_LSTM3_28-0.06.h5,18.4645,31.856379999999998,TRN8750-8800
Model_LSTM3_28-0.06.h5,17.71857,33.16822,TRN8800-8850
Model_LSTM3_28-0.06.h5,13.207189999999999,34.48005,TRN8850-8900
Model_LSTM3_28-0.06.h5,11.80781,32.11874,TRN8950-9000
Model_LSTM3_28-0.06.h5,14.662970000000001,33.69295,TRN9000-9050
Model_LSTM3_28-0.06.h5,14.36992,32.64348,TRN9050-9100
Model_LSTM3_28-0.06.h5,16.514120000000002,30.54454,TRN9100-9150
Model_LSTM8_01-0.09.h5,16.43636,33.16822,TEST
Model_LSTM8_01-0.09.h5,15.77159,31.856379999999998,TRN50-100
Model_LSTM8_01-0.09.h5,13.64727,33.16822,TRN100-150
Model_LSTM8_01-0.09.h5,17.84976,32.64348,TRN150-200
Model_LSTM8_01-0.09.h5,17.76997,32.90585,TRN200-250
Model_LSTM8_01-0.09.h5,16.990879999999997,31.06927,TRN250-300
Model_LSTM8_01-0.09.h5,10.40741,31.856379999999998,TRN350-400
Model_LSTM8_01-0.09.h5,11.63942,32.64348,TRN400-450
Model_LSTM8_01-0.09.h5,16.54609,32.90585,TRN450-500
Model_LSTM8_01-0.09.h5,17.21881,32.64348,TRN500-550
Model_LSTM8_01-0.09.h5,10.302669999999999,31.856379999999998,TRN550-600
Model_LSTM8_01-0.09.h5,17.00606,31.594009999999997,TRN600-650
Model_LSTM8_01-0.09.h5,15.991970000000002,32.38111,TRN650-700
Model_LSTM8_01-0.09.h5,12.11934,33.43058,TRN700-750
Model_LSTM8_01-0.09.h5,9.311405,33.16822,TRN750-800
Model_LSTM8_01-0.09.h5,17.75296,30.0198,TRN800-850
Model_LSTM8_01-0.09.h5,13.067689999999999,30.54454,TRN850-900
Model_LSTM8_01-0.09.h5,14.153120000000001,31.856379999999998,TRN900-950
Model_LSTM8_01-0.09.h5,14.451839999999999,32.11874,TRN950-1000
Model_LSTM8_01-0.09.h5,12.11125,32.11874,TRN1100-1150
Model_LSTM8_01-0.09.h5,11.41888,31.856379999999998,TRN1250-1300
Model_LSTM8_01-0.09.h5,9.716002,33.16822,TRN1300-1350
Model_LSTM8_01-0.09.h5,5.109008,31.331640000000004,TRN1450-1500
Model_LSTM8_01-0.09.h5,6.5777220000000005,32.90585,TRN1550-1600
Model_LSTM8_01-0.09.h5,6.592282000000001,31.06927,TRN1600-1650
Model_LSTM8_01-0.09.h5,3.3134339999999995,30.54454,TRN1650-1700
Model_LSTM8_01-0.09.h5,8.308926,31.856379999999998,TRN1700-1750
Model_LSTM8_01-0.09.h5,3.7140150000000003,31.594009999999997,TRN1750-1800
Model_LSTM8_01-0.09.h5,6.649280999999999,31.594009999999997,TRN1850-1900
Model_LSTM8_01-0.09.h5,8.63221,32.38111,TRN1900-1950
Model_LSTM8_01-0.09.h5,4.569136,31.06927,TRN2000-2050
Model_LSTM8_01-0.09.h5,6.798382000000001,32.11874,TRN2050-2100
Model_LSTM8_01-0.09.h5,11.77188,32.11874,TRN2100-2150
Model_LSTM8_01-0.09.h5,5.181001999999999,30.80691,TRN2150-2200
Model_LSTM8_01-0.09.h5,9.903341000000001,31.331640000000004,TRN2250-2300
Model_LSTM8_01-0.09.h5,5.002852,31.06927,TRN2300-2350
Model_LSTM8_01-0.09.h5,14.686979999999998,32.38111,TRN2450-2500
Model_LSTM8_01-0.09.h5,14.95379,33.43058,TRN2500-2550
Model_LSTM8_01-0.09.h5,10.50947,32.90585,TRN2600-2650
Model_LSTM8_01-0.09.h5,13.77193,33.95532,TRN2650-2700
Model_LSTM8_01-0.09.h5,11.74197,32.90585,TRN2700-2750
Model_LSTM8_01-0.09.h5,16.15926,31.594009999999997,TRN2750-2800
Model_LSTM8_01-0.09.h5,16.9252,31.594009999999997,TRN2800-2850
Model_LSTM8_01-0.09.h5,15.550889999999999,32.38111,TRN2950-3000
Model_LSTM8_01-0.09.h5,11.90863,33.69295,TRN3000-3050
Model_LSTM8_01-0.09.h5,18.18815,33.95532,TRN3050-3100
Model_LSTM8_01-0.09.h5,13.03559,32.38111,TRN3100-3150
Model_LSTM8_01-0.09.h5,15.83937,30.80691,TRN3300-3350
Model_LSTM8_01-0.09.h5,18.77151,32.38111,TRN3350-3400
Model_LSTM8_01-0.09.h5,20.10174,32.64348,TRN3400-3450
Model_LSTM8_01-0.09.h5,13.06276,31.331640000000004,TRN3450-3500
Model_LSTM8_01-0.09.h5,16.52593,32.90585,TRN3600-3650
Model_LSTM8_01-0.09.h5,16.66895,31.594009999999997,TRN3850-3900
Model_LSTM8_01-0.09.h5,13.10233,33.16822,TRN3950-4000
Model_LSTM8_01-0.09.h5,14.35074,31.06927,TRN4000-4050
Model_LSTM8_01-0.09.h5,14.76965,34.48005,TRN4100-4150
Model_LSTM8_01-0.09.h5,12.679889999999999,34.217690000000005,TRN4150-4200
Model_LSTM8_01-0.09.h5,15.690579999999999,32.90585,TRN4200-4250
Model_LSTM8_01-0.09.h5,12.42233,31.331640000000004,TRN4300-4350
Model_LSTM8_01-0.09.h5,15.30654,32.90585,TRN4350-4400
Model_LSTM8_01-0.09.h5,15.8839,31.331640000000004,TRN4400-4450
Model_LSTM8_01-0.09.h5,12.61711,32.38111,TRN4450-4500
Model_LSTM8_01-0.09.h5,15.75547,32.38111,TRN4500-4550
Model_LSTM8_01-0.09.h5,14.39768,31.594009999999997,TRN4550-4600
Model_LSTM8_01-0.09.h5,10.07243,33.16822,TRN4650-4700
Model_LSTM8_01-0.09.h5,15.98293,32.90585,TRN4700-4750
Model_LSTM8_01-0.09.h5,17.29278,32.90585,TRN4750-4800
Model_LSTM8_01-0.09.h5,15.005320000000001,32.38111,TRN4850-4900
Model_LSTM8_01-0.09.h5,17.02364,32.90585,TRN4950-5000
Model_LSTM8_01-0.09.h5,9.11455,33.16822,TRN5050-5100
Model_LSTM8_01-0.09.h5,11.861469999999999,32.11874,TRN5100-5150
Model_LSTM8_01-0.09.h5,14.587420000000002,33.95532,TRN5150-5200
Model_LSTM8_01-0.09.h5,17.160079999999997,33.16822,TRN5200-5250
Model_LSTM8_01-0.09.h5,16.45531,32.38111,TRN5250-5300
Model_LSTM8_01-0.09.h5,15.15456,32.38111,TRN5300-5350
Model_LSTM8_01-0.09.h5,12.92949,32.64348,TRN5350-5400
Model_LSTM8_01-0.09.h5,12.436860000000001,32.90585,TRN5450-5500
Model_LSTM8_01-0.09.h5,14.82076,31.331640000000004,TRN5550-5600
Model_LSTM8_01-0.09.h5,12.578610000000001,32.90585,TRN5600-5650
Model_LSTM8_01-0.09.h5,16.91185,33.16822,TRN5650-5700
Model_LSTM8_01-0.09.h5,17.47952,31.331640000000004,TRN5700-5750
Model_LSTM8_01-0.09.h5,11.776589999999999,32.11874,TRN5750-5800
Model_LSTM8_01-0.09.h5,15.9408,31.856379999999998,TRN5800-5850
Model_LSTM8_01-0.09.h5,12.87069,32.11874,TRN5850-5900
Model_LSTM8_01-0.09.h5,9.997404,30.54454,TRN5900-5950
Model_LSTM8_01-0.09.h5,19.6621,31.594009999999997,TRN5950-6000
Model_LSTM8_01-0.09.h5,14.339529999999998,31.856379999999998,TRN6000-6050
Model_LSTM8_01-0.09.h5,16.8643,34.217690000000005,TRN6100-6150
Model_LSTM8_01-0.09.h5,15.67799,34.48005,TRN6150-6200
Model_LSTM8_01-0.09.h5,11.81935,32.64348,TRN6200-6250
Model_LSTM8_01-0.09.h5,17.28445,33.16822,TRN6250-6300
Model_LSTM8_01-0.09.h5,17.144000000000002,32.38111,TRN6300-6350
Model_LSTM8_01-0.09.h5,18.08442,32.11874,TRN6350-6400
Model_LSTM8_01-0.09.h5,18.65038,33.95532,TRN6400-6450
Model_LSTM8_01-0.09.h5,15.29969,32.64348,TRN6450-6500
Model_LSTM8_01-0.09.h5,15.933760000000001,32.11874,TRN6500-6550
Model_LSTM8_01-0.09.h5,17.19773,32.64348,TRN6650-6700
Model_LSTM8_01-0.09.h5,15.65809,33.95532,TRN6700-6750
Model_LSTM8_01-0.09.h5,11.31068,30.80691,TRN6750-6800
Model_LSTM8_01-0.09.h5,14.201270000000001,33.43058,TRN6850-6900
Model_LSTM8_01-0.09.h5,16.87185,33.43058,TRN7050-7100
Model_LSTM8_01-0.09.h5,18.203210000000002,32.38111,TRN7100-7150
Model_LSTM8_01-0.09.h5,16.13983,32.90585,TRN7150-7200
Model_LSTM8_01-0.09.h5,16.905929999999998,32.11874,TRN7200-7250
Model_LSTM8_01-0.09.h5,11.87169,32.11874,TRN7250-7300
Model_LSTM8_01-0.09.h5,17.17156,33.95532,TRN7300-7350
Model_LSTM8_01-0.09.h5,16.75431,33.16822,TRN7350-7400
Model_LSTM8_01-0.09.h5,13.11201,31.594009999999997,TRN7500-7550
Model_LSTM8_01-0.09.h5,14.65386,32.38111,TRN7550-7600
Model_LSTM8_01-0.09.h5,14.67363,31.06927,TRN7600-7650
Model_LSTM8_01-0.09.h5,17.15265,32.11874,TRN7650-7700
Model_LSTM8_01-0.09.h5,12.96785,33.43058,TRN7700-7750
Model_LSTM8_01-0.09.h5,13.532160000000001,32.64348,TRN7750-7800
Model_LSTM8_01-0.09.h5,15.84185,33.43058,TRN7800-7850
Model_LSTM8_01-0.09.h5,14.385279999999998,32.64348,TRN7850-7900
Model_LSTM8_01-0.09.h5,13.4086,30.54454,TRN7950-8000
Model_LSTM8_01-0.09.h5,11.19556,30.54454,TRN8000-8050
Model_LSTM8_01-0.09.h5,12.373289999999999,31.331640000000004,TRN8050-8100
Model_LSTM8_01-0.09.h5,10.72728,32.64348,TRN8100-8150
Model_LSTM8_01-0.09.h5,12.80753,32.38111,TRN8250-8300
Model_LSTM8_01-0.09.h5,12.02698,32.38111,TRN8350-8400
Model_LSTM8_01-0.09.h5,12.15802,32.64348,TRN8450-8500
Model_LSTM8_01-0.09.h5,16.066370000000003,32.11874,TRN8500-8550
Model_LSTM8_01-0.09.h5,17.86844,34.217690000000005,TRN8550-8600
Model_LSTM8_01-0.09.h5,16.08209,31.06927,TRN8600-8650
Model_LSTM8_01-0.09.h5,16.06048,32.38111,TRN8650-8700
Model_LSTM8_01-0.09.h5,16.75095,31.856379999999998,TRN8750-8800
Model_LSTM8_01-0.09.h5,16.957629999999998,33.16822,TRN8800-8850
Model_LSTM8_01-0.09.h5,12.08445,34.48005,TRN8850-8900
Model_LSTM8_01-0.09.h5,8.013778,32.11874,TRN8950-9000
Model_LSTM8_01-0.09.h5,12.26103,33.69295,TRN9000-9050
Model_LSTM8_01-0.09.h5,15.644789999999999,32.64348,TRN9050-9100
Model_LSTM8_01-0.09.h5,10.7805,30.54454,TRN9100-9150
Model_LSTM5_11-0.06.h5,18.43976,33.16822,TEST
Model_LSTM5_11-0.06.h5,19.243129999999997,33.69295,TRN0-50
Model_LSTM5_11-0.06.h5,18.944670000000002,31.856379999999998,TRN50-100
Model_LSTM5_11-0.06.h5,15.23065,33.16822,TRN100-150
Model_LSTM5_11-0.06.h5,18.81711,32.64348,TRN150-200
Model_LSTM5_11-0.06.h5,18.496589999999998,32.90585,TRN200-250
Model_LSTM5_11-0.06.h5,17.20426,31.06927,TRN250-300
Model_LSTM5_11-0.06.h5,15.7502,31.856379999999998,TRN350-400
Model_LSTM5_11-0.06.h5,16.32775,32.90585,TRN450-500
Model_LSTM5_11-0.06.h5,16.59001,32.64348,TRN500-550
Model_LSTM5_11-0.06.h5,12.38743,31.856379999999998,TRN550-600
Model_LSTM5_11-0.06.h5,18.55934,31.594009999999997,TRN600-650
Model_LSTM5_11-0.06.h5,16.535120000000003,32.38111,TRN650-700
Model_LSTM5_11-0.06.h5,14.83186,33.43058,TRN700-750
Model_LSTM5_11-0.06.h5,10.6494,33.16822,TRN750-800
Model_LSTM5_11-0.06.h5,18.73987,30.0198,TRN800-850
Model_LSTM5_11-0.06.h5,14.27914,30.54454,TRN850-900
Model_LSTM5_11-0.06.h5,14.86803,31.856379999999998,TRN900-950
Model_LSTM5_11-0.06.h5,15.98691,32.11874,TRN950-1000
Model_LSTM5_11-0.06.h5,16.50822,33.95532,TRN1000-1050
Model_LSTM5_11-0.06.h5,14.38979,32.11874,TRN1100-1150
Model_LSTM5_11-0.06.h5,18.907120000000003,33.69295,TRN1150-1200
Model_LSTM5_11-0.06.h5,15.0329,31.856379999999998,TRN1200-1250
Model_LSTM5_11-0.06.h5,14.830979999999998,31.856379999999998,TRN1250-1300
Model_LSTM5_11-0.06.h5,12.05792,33.16822,TRN1300-1350
Model_LSTM5_11-0.06.h5,6.861159,30.28217,TRN1350-1400
Model_LSTM5_11-0.06.h5,7.2923089999999995,31.331640000000004,TRN1450-1500
Model_LSTM5_11-0.06.h5,6.373894,30.80691,TRN1500-1550
Model_LSTM5_11-0.06.h5,6.827758,32.90585,TRN1550-1600
Model_LSTM5_11-0.06.h5,9.73743,31.06927,TRN1600-1650
Model_LSTM5_11-0.06.h5,3.6039120000000002,30.54454,TRN1650-1700
Model_LSTM5_11-0.06.h5,7.8252679999999994,31.856379999999998,TRN1700-1750
Model_LSTM5_11-0.06.h5,3.90352,31.594009999999997,TRN1750-1800
Model_LSTM5_11-0.06.h5,8.400974,31.06927,TRN1800-1850
Model_LSTM5_11-0.06.h5,9.594987,31.594009999999997,TRN1850-1900
Model_LSTM5_11-0.06.h5,6.51624,32.38111,TRN1900-1950
Model_LSTM5_11-0.06.h5,14.39151,32.90585,TRN1950-2000
Model_LSTM5_11-0.06.h5,5.718007,31.06927,TRN2000-2050
Model_LSTM5_11-0.06.h5,6.921701,32.11874,TRN2050-2100
Model_LSTM5_11-0.06.h5,13.640770000000002,32.11874,TRN2100-2150
Model_LSTM5_11-0.06.h5,6.064704,30.80691,TRN2150-2200
Model_LSTM5_11-0.06.h5,6.472455,32.64348,TRN2200-2250
Model_LSTM5_11-0.06.h5,9.344733999999999,31.331640000000004,TRN2250-2300
Model_LSTM5_11-0.06.h5,5.638944,31.06927,TRN2300-2350
Model_LSTM5_11-0.06.h5,11.16307,33.69295,TRN2400-2450
Model_LSTM5_11-0.06.h5,18.72927,32.38111,TRN2450-2500
Model_LSTM5_11-0.06.h5,18.24439,33.43058,TRN2500-2550
Model_LSTM5_11-0.06.h5,17.75982,32.90585,TRN2550-2600
Model_LSTM5_11-0.06.h5,17.90961,32.90585,TRN2600-2650
Model_LSTM5_11-0.06.h5,19.77879,33.95532,TRN2650-2700
Model_LSTM5_11-0.06.h5,19.178060000000002,32.90585,TRN2700-2750
Model_LSTM5_11-0.06.h5,20.22772,31.594009999999997,TRN2750-2800
Model_LSTM5_11-0.06.h5,20.36082,31.594009999999997,TRN2800-2850
Model_LSTM5_11-0.06.h5,19.28265,31.331640000000004,TRN2850-2900
Model_LSTM5_11-0.06.h5,20.419520000000002,33.69295,TRN2900-2950
Model_LSTM5_11-0.06.h5,19.864729999999998,32.38111,TRN2950-3000
Model_LSTM5_11-0.06.h5,18.81798,33.69295,TRN3000-3050
Model_LSTM5_11-0.06.h5,18.60249,33.95532,TRN3050-3100
Model_LSTM5_11-0.06.h5,17.33855,32.38111,TRN3100-3150
Model_LSTM5_11-0.06.h5,13.29318,32.90585,TRN3200-3250
Model_LSTM5_11-0.06.h5,20.031570000000002,30.80691,TRN3300-3350
Model_LSTM5_11-0.06.h5,18.98631,32.38111,TRN3350-3400
Model_LSTM5_11-0.06.h5,19.94817,32.64348,TRN3400-3450
Model_LSTM5_11-0.06.h5,14.965829999999999,31.331640000000004,TRN3450-3500
Model_LSTM5_11-0.06.h5,17.30989,33.16822,TRN3500-3550
Model_LSTM5_11-0.06.h5,16.29235,32.64348,TRN3550-3600
Model_LSTM5_11-0.06.h5,19.15064,32.90585,TRN3600-3650
Model_LSTM5_11-0.06.h5,14.84733,32.64348,TRN3650-3700
Model_LSTM5_11-0.06.h5,17.53876,31.856379999999998,TRN3700-3750
Model_LSTM5_11-0.06.h5,19.86765,31.594009999999997,TRN3850-3900
Model_LSTM5_11-0.06.h5,17.43743,32.90585,TRN3900-3950
Model_LSTM5_11-0.06.h5,18.73958,33.16822,TRN3950-4000
Model_LSTM5_11-0.06.h5,17.55422,31.06927,TRN4000-4050
Model_LSTM5_11-0.06.h5,17.4614,34.48005,TRN4100-4150
Model_LSTM5_11-0.06.h5,17.55702,32.90585,TRN4200-4250
Model_LSTM5_11-0.06.h5,19.95126,32.38111,TRN4250-4300
Model_LSTM5_11-0.06.h5,18.586920000000003,31.331640000000004,TRN4300-4350
Model_LSTM5_11-0.06.h5,18.892689999999998,32.90585,TRN4350-4400
Model_LSTM5_11-0.06.h5,18.89518,31.331640000000004,TRN4400-4450
Model_LSTM5_11-0.06.h5,17.93749,32.38111,TRN4500-4550
Model_LSTM5_11-0.06.h5,18.9219,31.594009999999997,TRN4550-4600
Model_LSTM5_11-0.06.h5,13.16746,33.16822,TRN4650-4700
Model_LSTM5_11-0.06.h5,18.54801,32.90585,TRN4700-4750
Model_LSTM5_11-0.06.h5,20.22053,32.90585,TRN4750-4800
Model_LSTM5_11-0.06.h5,19.20862,32.11874,TRN4800-4850
Model_LSTM5_11-0.06.h5,19.36736,32.38111,TRN4850-4900
Model_LSTM5_11-0.06.h5,16.22709,33.43058,TRN4900-4950
Model_LSTM5_11-0.06.h5,17.79205,32.90585,TRN4950-5000
Model_LSTM5_11-0.06.h5,17.86328,33.43058,TRN5000-5050
Model_LSTM5_11-0.06.h5,12.33312,33.16822,TRN5050-5100
Model_LSTM5_11-0.06.h5,14.16969,32.11874,TRN5100-5150
Model_LSTM5_11-0.06.h5,18.76489,33.95532,TRN5150-5200
Model_LSTM5_11-0.06.h5,18.91839,33.16822,TRN5200-5250
Model_LSTM5_11-0.06.h5,17.54392,32.38111,TRN5250-5300
Model_LSTM5_11-0.06.h5,18.755589999999998,32.38111,TRN5300-5350
Model_LSTM5_11-0.06.h5,18.6349,32.64348,TRN5350-5400
Model_LSTM5_11-0.06.h5,18.66589,32.90585,TRN5400-5450
Model_LSTM5_11-0.06.h5,16.895210000000002,32.90585,TRN5450-5500
Model_LSTM5_11-0.06.h5,20.14333,31.331640000000004,TRN5550-5600
Model_LSTM5_11-0.06.h5,14.799520000000001,32.90585,TRN5600-5650
Model_LSTM5_11-0.06.h5,19.93631,33.16822,TRN5650-5700
Model_LSTM5_11-0.06.h5,18.57911,31.331640000000004,TRN5700-5750
Model_LSTM5_11-0.06.h5,16.28988,32.11874,TRN5750-5800
Model_LSTM5_11-0.06.h5,18.98871,31.856379999999998,TRN5800-5850
Model_LSTM5_11-0.06.h5,17.63526,32.11874,TRN5850-5900
Model_LSTM5_11-0.06.h5,14.90882,30.54454,TRN5900-5950
Model_LSTM5_11-0.06.h5,19.93,31.594009999999997,TRN5950-6000
Model_LSTM5_11-0.06.h5,17.85825,31.856379999999998,TRN6000-6050
Model_LSTM5_11-0.06.h5,19.967570000000002,34.217690000000005,TRN6100-6150
Model_LSTM5_11-0.06.h5,16.86241,34.48005,TRN6150-6200
Model_LSTM5_11-0.06.h5,15.96049,32.64348,TRN6200-6250
Model_LSTM5_11-0.06.h5,17.67149,33.16822,TRN6250-6300
Model_LSTM5_11-0.06.h5,17.25451,32.38111,TRN6300-6350
Model_LSTM5_11-0.06.h5,19.01277,32.11874,TRN6350-6400
Model_LSTM5_11-0.06.h5,18.89461,33.95532,TRN6400-6450
Model_LSTM5_11-0.06.h5,16.83301,32.64348,TRN6450-6500
Model_LSTM5_11-0.06.h5,20.011020000000002,32.11874,TRN6500-6550
Model_LSTM5_11-0.06.h5,15.212029999999999,33.16822,TRN6600-6650
Model_LSTM5_11-0.06.h5,18.697,32.64348,TRN6650-6700
Model_LSTM5_11-0.06.h5,20.06369,33.95532,TRN6700-6750
Model_LSTM5_11-0.06.h5,15.41104,30.80691,TRN6750-6800
Model_LSTM5_11-0.06.h5,13.81383,33.43058,TRN6850-6900
Model_LSTM5_11-0.06.h5,18.71538,32.64348,TRN6900-6950
Model_LSTM5_11-0.06.h5,17.95932,33.43058,TRN7050-7100
Model_LSTM5_11-0.06.h5,18.34745,32.38111,TRN7100-7150
